word	source_pages
йөрө-м-тәл	gram/morphol/vvodzam7.htm
йөрөмә-нем	gram/alfavit/princpisma.htm
какое-то	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
калхуз	gram/zvuk/zv11.html
категориях	algram/glagol.htm
ке-ше	gram/zvuk/slog.htm
кебек	gram/morphol/poslelogi/obchchar.htm
кед	gram/zvuk/sredneyaz.htm
кейендер-т	gram/morphol/glagol/ponudzalog3.htm
кейендерт	gram/morphol/glagol/ponudzalog.htm
кел	gram/fonomorph/fonproc.htm;gram/morphol/prilag/formyusil.htm;gram/morphol/prilag/maloprodaffi.htm
келиг	gram/zvuk/glpr2.htm;gram/zvuk/zv1.html
келтем	gram/morphol/prilag/slojaffi.htm
кемдәлеген	gram/morphol/suchestv/affik.htm
кет	gram/morphol/podrajslova/structpodrsl.htm
кетгү	gram/zvuk/glpr2.htm
кетер	gram/morphol/podrajslova/structpodrsl.htm
кеткелда	gram/morphol/glagol/affiks.htm
кеч	gram/morphol/suchestv/affik.htm
кешша	gram/morphol/podrajslova/zvatslova.htm
кеҙ	gram/morphol/glagol/ponudzalog.htm
кеҫә-һе-н-дә	gram/fonomorph/fonproc.htm
кеһеҙ	gram/morphol/modslova/modslutvotrits.htm
ки-ре	gram/zvuk/glpr.htm
киби	gram/morphol/poslelogi/obchchar.htm
кибик	gram/morphol/poslelogi/obchchar.htm
кибәк	gram/zvuk/glpr.htm;gram/zvuk/zv1.html
кибән	gram/zvuk/glpr.htm;gram/zvuk/zv1.html
кил-гелә	gram/morphol/glagol/vnutriglaol.htm
кил-е-геҙ	gram/fonomorph/fonproc.htm
кил-еү	gram/fonomorph/fonproc.htm
кил-мә-й	gram/fonomorph/fonproc.htm
кил-тер	gram/fonomorph/fonproc.htm
килегессе	gram/zvuk/izmen.htm
килегеҙ-се	gram/zvuk/izmen.htm
килешалмаусы	gram/morphol/suchestv/affik.htm
килешалмаусылыҡ	gram/morphol/suchestv/affik.htm
килү	gram/zvuk/glpr2.htm;gram/zvuk/zv1.html
ким	gram/zvuk/glpr.htm
кими	gram/morphol/poslelogi/obchchar.htm
кимә	gram/zvuk/glpr.htm;gram/zvuk/zv1.html
киоск-ы-ла	gram/alfavit/princpisma.htm
кирү	gram/zvuk/glpr.htm
кис-тәр	gram/zvuk/izmen.htm
кисерешергә	gram/morphol/mejdomet/mejdomet.htm
кита-бым	gram/fonomorph/fonproc.htm
китаб-ы-быҙ	gram/fonomorph/fonproc.htm
китаб-ым	gram/zvuk/gubn.htm
китап-ты	gram/fonomorph/fonproc.htm
китү	gram/zvuk/glpr2.htm
киш	gram/zvuk/glpr.htm
киши	gram/zvuk/glpr.htm
киштә	gram/zvuk/glpr.htm;gram/zvuk/zv1.html
киңәш	gram/zvuk/zv1.html
киҫ-әк	gram/fonomorph/fonproc.htm
киҫен-де	gram/fonomorph/fonproc.htm
киҫен-те	gram/fonomorph/fonproc.htm
клуп	gram/zvuk/gubn.htm
колон	gram/morphol/prilag/sostavprilag.htm
колхозник	gram/alfavit/princpisma.htm
компание	gram/morphol/glagol/vnutriglaol.htm
контрастный	gram/morphol/prilag/maloprodaffi.htm
конце	gram/morphol/glagol/vremyanast.htm
кончиться	gram/morphol/prilag/maloprodaffi.htm
кояш	gram/syntax/predlojenie/tipypredl/slojnpredl/uslojslojpred/smeshslpredl.htm
крәҫтиәндәрде	gram/syntax/predlojenie/tipypredl/slojnpredl/uslojslojpred/slpredodnaglav.htm
крәҫтиәндәрдең	gram/syntax/predlojenie/skazuem.htm
ксәк	gram/morphol/narechie/kornevye.htm
кубәйт	gram/morphol/glagol/ponudzalog.htm
кум	gram/morphol/poslelogi/obchchar.htm
куп	gram/zvuk/gubn.htm
кура	gram/morphol/poslelogi/obchchar.htm
куч	gram/morphol/suchestv/affik.htm
куче	gram/morphol/suchestv/affik.htm
кучкыл	gram/morphol/prilag/neprodaffi.htm
күб	gram/zvuk/gubn2.htm;gram/zvuk/sog.htm
күб-еһе	gram/zvuk/sog.htm
күбаяҡ	gram/alfavit/princpisma.htm
күг	gram/zvuk/sog.htm;gram/zvuk/zadneyaz.htm
күг-ел-йем	gram/morphol/prilag/formyusil.htm
күг-әр	gram/fonomorph/fonproc.htm;gram/zvuk/sredneyaz.htm
күмәк-ләшеп	gram/zvuk/slog.htm
күнелһеҙ	gram/syntax/predlojenie/skazuem.htm
күр-гәнһең	gram/fonomorph/fonproc.htm
күр-ҙем	gram/fonomorph/fonproc.htm
күр-әһең	gram/fonomorph/fonproc.htm
күрке	gram/morphol/glagol/imyadeyst.htm;gram/morphol/mejdomet/mejdomet.htm;gram/morphol/suchestv/grammkatsych/osnpadez.htm
күрше-ләр-ҙе-ке-н	gram/morphol/suchestv/grammkatsych/chislo.htm
күтәр-енке	gram/fonomorph/fonproc.htm
күҙ-елдерек	gram/morphol/vvodzam.htm
кәкр	gram/morphol/glagol/affiks.htm
кәлтән-кәлтән	gram/morphol/podrajslova/structpodrsl.htm
кәләймә	gram/morphol/prilag/prodaffi.htm
кәм-е	gram/zvuk/zv1.html
кән	gram/morphol/glagol/naklonsoslag.htm;gram/morphol/glagol/prichproshvr.htm;gram/morphol/prilag/maloprodaffi.htm;gram/syntax/predlojenie/skazuem.htm
кәнгә	gram/syntax/predlojenie/skazuem.htm
кәндә	gram/syntax/predlojenie/skazuem.htm
кәндәй	gram/syntax/predlojenie/skazuem.htm
кәндән	gram/syntax/predlojenie/skazuem.htm
кәнлектән	gram/syntax/predlojenie/skazuem.htm
кәнсе	gram/morphol/glagol/deeprnagansy.htm;gram/syntax/predlojenie/skazuem.htm;gram/zvuk/udar.htm
кәс	gram/morphol/glagol/vremyanast.htm;gram/morphol/prilag/maloprodaffi.htm;gram/morphol/prilag/stepenisrav.htm;gram/syntax/predlojenie/skazuem.htm;gram/syntax/predlojenie/tipypredl/slojnpredl/uslojslojpred/slprsneodpridpred2.htm;gram/syntax/slovosochet/glagslovsprimclenfvy.htm
кө-шөл	gram/zvuk/zv4.htm
көбүк	gram/zvuk/gubn.htm
көй-гәләк	gram/zvuk/slog.htm
көй-ҙәр	gram/zvuk/izmen.htm
көл-һөн	gram/fonomorph/fonproc.htm
көлсөл	gram/morphol/prilag/prodaffi.htm
көлтөм	gram/morphol/prilag/slojaffi.htm
көм	gram/alfavit/princpisma.htm
көмбайыш	gram/zvuk/izmen.htm
көмбағыш	gram/zvuk/izmen.htm
көмеш	gram/zvuk/zv1.html
көмөш-өм	gram/alfavit/princpisma.htm
көн-дөҙ	gram/fonomorph/fonproc.htm
көнлә-ш	gram/morphol/glagol/vnutriglaol.htm
көнэлгәре	gram/morphol/narechie/slovosloj.htm
көпүк	gram/zvuk/gubn.htm
көре	gram/morphol/poslelogi/obchchar.htm
көрә-к	gram/fonomorph/fonproc.htm
көт-өү-се	gram/fonomorph/fonproc.htm
көтөү-се	gram/alfavit/princpisma.htm
л-дә	gram/fonomorph/fonproc.htm
ла-ш	gram/morphol/glagol/vzaimzalog.htm
лам	gram/fonomorph/fonproc.htm
лата	gram/morphol/narechie/affic.htm;gram/morphol/narechie/obchchar.htm;gram/syntax/predlojenie/obstoyatstepeni.htm
лаш	gram/morphol/glagol/affiks.htm;gram/morphol/glagol/vzaimzalog.htm;gram/morphol/narechie/adverb.htm;gram/morphol/prilag/prodaffi.htm;gram/morphol/vvodzam.htm
лашып	gram/morphol/chislit/sobirchslit.htm
лаған	gram/morphol/chislit/pribchslit.htm
лаҫ	gram/morphol/prilag/neprodaffi.htm
ленинсе	gram/morphol/suchestv/affik.htm
лисица	gram/morphol/prilag/maloprodaffi.htm
лозунг-ы-лар	gram/alfavit/princpisma.htm
лор	gram/alfavit/princpisma.htm;gram/fonomorph/fonproc.htm
лоҡ	gram/morphol/prilag/prodaffi.htm;gram/morphol/suchestv/affik.htm
лум	gram/alfavit/princpisma.htm
лыр	gram/alfavit/princpisma.htm;gram/fonomorph/fonproc.htm;gram/morphol/chastitsa/chastitsa.htm;gram/morphol/glagol/infinformgl.htm;gram/morphol/mestoim/neopredmestoim.htm
лырҡ	gram/morphol/podrajslova/structpodrsl.htm
лыҡтан	gram/syntax/predlojenie/tipypredl/uslojprostpred.htm
лүрк-лүрк	gram/morphol/podrajslova/structpodrsl.htm;gram/morphol/podrajslova/syntfun.htm
ләгән	gram/morphol/chislit/pribchslit.htm
ләй	gram/morphol/narechie/affic.htm;gram/morphol/narechie/obchchar.htm;gram/morphol/prilag/prodaffi.htm;gram/syntax/predlojenie/obstoyatsrav.htm;gram/zvuk/udar.htm
ләк	gram/morphol/prilag/maloprodaffi.htm
лән	gram/morphol/glagol/affiks.htm;gram/morphol/glagol/vozvzalog.htm;gram/morphol/vvodzam.htm
ләр	gram/morphol/chislit/pribchslit.htm;gram/morphol/glagol/imyadeyst.htm;gram/morphol/glagol/naklonsoslag.htm;gram/morphol/glagol/naklonuslov.htm;gram/morphol/mestoim/voprmestoim.htm;gram/morphol/suchestv/grammkatsych/chislo.htm;gram/morphol/vvodzam.htm;gram/syntax/vvodzam.htm
ләре	gram/morphol/suchestv/grammkatsych/katprinad.htm
ләт	gram/morphol/vvodzam.htm
ләтә	gram/morphol/narechie/affic.htm;gram/morphol/narechie/obchchar.htm;gram/syntax/predlojenie/obstoyatstepeni.htm
ләш	gram/morphol/narechie/adverb.htm;gram/morphol/prilag/prodaffi.htm;gram/morphol/vvodzam.htm
ләшеп	gram/morphol/chislit/sobirchslit.htm
ләү	gram/morphol/prilag/formyusil3.htm
ләүк	gram/morphol/podrajslova/structpodrsl.htm
ләһә	gram/alfavit/princpisma.htm
лөк	gram/morphol/prilag/prodaffi.htm;gram/morphol/suchestv/affik.htm
лөр	gram/alfavit/princpisma.htm;gram/fonomorph/fonproc.htm
м-та	gram/fonomorph/fonproc.htm
м-тә	gram/fonomorph/fonproc.htm
мак	gram/morphol/glagol/imyadeyst.htm
мантылманы	gram/syntax/predlojenie/tipypredl/beslichpred.htm
маррака	gram/morphol/prilag/slojaffi.htm
маға	gram/morphol/glagol/infinformgl.htm;gram/morphol/glagol/modnamer.htm;gram/syntax/slovosochet/slovosochsuprprilag.htm;gram/syntax/svyazislov/primykglagol1.htm
мағанды	gram/morphol/glagol/katotritc.htm;gram/morphol/glagol/naklonuslov.htm
маҡ	gram/morphol/glagol/imyadeyst.htm;gram/morphol/glagol/infinformgl.htm;gram/morphol/glagol/moddolj.htm;gram/morphol/glagol/naklonnamer.htm;gram/morphol/prilag/maloprodaffi.htm;gram/morphol/suchestv/affik.htm;gram/morphol/suchestv/subst.htm;gram/morphol/vvodzam.htm;gram/syntax/svyazislov/primykglagol1.htm
маҡай	gram/morphol/prilag/neprodaffi.htm
маҡсы	gram/morphol/glagol/deeprnap.htm;gram/morphol/glagol/katotritc.htm;gram/morphol/glagol/naklonnamer.htm;gram/morphol/suchestv/affik.htm;gram/morphol/vvodzam.htm
маҡсыбыҙ	gram/morphol/glagol/naklonnamer.htm
маҡсылар	gram/morphol/glagol/naklonnamer.htm
маҡсымын	gram/morphol/glagol/naklonnamer.htm
маҡсыһығыҙ	gram/morphol/glagol/naklonnamer.htm
маҡсыһың	gram/morphol/glagol/naklonnamer.htm
маҡҡа	gram/morphol/glagol/infinformgl.htm
маҫ	gram/morphol/narechie/adverb.htm;gram/morphol/prilag/prodaffi.htm;gram/morphol/suchestv/affik.htm
маҫлыҡ	gram/morphol/modslova/modslutvotrits.htm;gram/morphol/suchestv/affik.htm
маҫҡа	gram/morphol/glagol/infinformgl.htm
маһмай	gram/morphol/podrajslova/zvatslova.htm
маһрум	gram/morphol/suchestv/affik.htm
медпунҡтҡа	gram/syntax/slovosochet/slojglagslovosoch.htm
мек	gram/morphol/prilag/maloprodaffi.htm
мен-геҙ	gram/fonomorph/fonproc.htm
менгеҙ	gram/fonomorph/fonproc2.htm;gram/morphol/glagol/ponudzalog.htm
мент	gram/morphol/glagol/vzaimzalog.htm
метал-лы	gram/alfavit/princpisma.htm;gram/zvuk/slog.htm
меш	gram/morphol/chislit/obchchar1.htm;gram/morphol/prilag/maloprodaffi.htm;gram/syntax/svyazislov/primykglagol.htm
меңяпраҡ	gram/morphol/suchestv/parsych.htm
минен	gram/morphol/mestoim/lichmestoim.htm
миниэчи	gram/morphol/narechie/lexsostav.htm
митинг-ы-нан	gram/alfavit/princpisma.htm
митинк	gram/zvuk/sog.htm
миңгерәү	gram/morphol/prilag/slojaffi.htm
мной	gram/morphol/glagol/vnutriglaol.htm
мобилизовать	gram/morphol/glagol/affiks.htm
мон	gram/morphol/suchestv/grammkatsych/katskaz.htm
монументен	gram/syntax/predlojenie/dopolnenie.htm
мса	gram/morphol/prilag/slojaffi.htm
мсы	gram/morphol/prilag/slojaffi.htm
мсә	gram/morphol/prilag/slojaffi.htm
мтал	gram/morphol/prilag/slojaffi.htm
мтәл	gram/morphol/prilag/slojaffi.htm
музыйка	gram/alfavit/sovbashalf.htm
музыйкы	gram/alfavit/sovbashalf.htm;gram/zvuk/zv11.html
мыйау	gram/morphol/podrajslova/structpodrsl.htm
мыйҡыл-мытҡыл	gram/morphol/podrajslova/structpodrsl.htm
мын	algram/such.htm;gram/morphol/glagol/vremyanast.htm;gram/morphol/suchestv/grammkatsych/katskaz.htm
мыс	gram/morphol/prilag/slojaffi.htm
мыш	gram/morphol/chislit/obchchar1.htm;gram/syntax/svyazislov/primykglagol.htm
мыш-на	gram/fonomorph/fonproc.htm
мыҡ	gram/morphol/prilag/maloprodaffi.htm
мүт	gram/morphol/prilag/prodaffi.htm
мһәк	gram/morphol/prilag/slojaffi.htm
мәгеҙ	gram/morphol/mejdomet/mejdomet.htm
мәгә	gram/morphol/glagol/modnamer.htm;gram/syntax/svyazislov/primykglagol1.htm
мәгәнде	gram/morphol/glagol/katotritc.htm;gram/morphol/glagol/naklonuslov.htm
мәксебеҙ	gram/morphol/glagol/naklonnamer.htm
мәкселәр	gram/morphol/glagol/naklonnamer.htm
мәксемен	gram/morphol/glagol/naklonnamer.htm
мәксеһегеҙ	gram/morphol/glagol/naklonnamer.htm
мәксеһең	gram/morphol/glagol/naklonnamer.htm
мәктәб-е-геҙ	gram/fonomorph/fonproc.htm
мәсдәри	gram/morphol/suchestv/affik.htm
мәьелдә	gram/alfavit/sovbashalf.htm;gram/zvuk/sog2.htm
мәҫ	gram/morphol/narechie/adverb.htm;gram/morphol/suchestv/affik.htm
мәҫкә	gram/morphol/glagol/infinformgl.htm
мәҫлек	gram/morphol/modslova/modslutvotrits.htm
мөгөҙлән	gram/morphol/glagol/affiks.htm
мөкү	gram/morphol/prilag/maloprodaffi.htm
мөлт	gram/morphol/podrajslova/structpodrsl.htm
мөн	gram/morphol/suchestv/grammkatsych/katskaz.htm
мөнх	gram/morphol/narechie/lexsostav.htm
наа	gram/morphol/podrajslova/zvatslova.htm
награт	gram/morphol/prilag/prodaffi.htm
надан	gram/morphol/suchestv/affik.htm
наи	gram/morphol/glagol/obchchar.htm
народный	gram/morphol/glagol/naklonsoslag.htm
начар	gram/morphol/suchestv/affik.htm
нда	gram/morphol/suchestv/grammkatsych/padezkat.htm
ндә	gram/morphol/suchestv/grammkatsych/padezkat.htm
нейтрализацияла	gram/morphol/glagol/affiks.htm
неке	gram/fonomorph/fonproc.htm;gram/morphol/mestoim/pritmestoim.htm;gram/morphol/suchestv/grammkatsych/katprinad.htm;gram/morphol/suchestv/grammkatsych/katskaz.htm;gram/syntax/predlojenie/skazuem.htm
некоторых	algram/glagol.htm
нем	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
нең	gram/fonomorph/fonproc.htm;gram/morphol/suchestv/grammkatsych/padezkat.htm;gram/morphol/suchestv/grammkatsych/rodpadez.htm;gram/zvuk/izmen.htm
ноҡо	gram/morphol/suchestv/grammkatsych/katprinad.htm
ноң	gram/morphol/suchestv/grammkatsych/padezkat.htm
нсе	gram/morphol/chislit/poryadchslit.htm;gram/morphol/prilag/maloprodaffi.htm
нсы	gram/morphol/chislit/poryadchslit.htm
нсө	gram/morphol/chislit/poryadchslit.htm
ный	gram/morphol/prilag/nulaffi.htm;gram/morphol/prilag/zaimaffi.htm
нығ-ыт	gram/fonomorph/fonproc.htm
ның	gram/fonomorph/fonproc.htm;gram/morphol/suchestv/grammkatsych/padezkat.htm;gram/morphol/suchestv/grammkatsych/rodpadez.htm;gram/zvuk/izmen.htm
нән	gram/morphol/suchestv/grammkatsych/ishpadez.htm;gram/morphol/suchestv/grammkatsych/padezkat.htm
нәр	gram/morphol/suchestv/grammkatsych/chislo.htm
нәрәтсе	gram/morphol/suchestv/affik.htm
нөкө	gram/morphol/suchestv/grammkatsych/katprinad.htm
нөң	gram/morphol/suchestv/grammkatsych/padezkat.htm
о-са	gram/zvuk/zv1.html
оба	gram/zvuk/glzr.htm
обмолвилась	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
обносить	gram/morphol/glagol/affiks.htm
обоҙ	gram/morphol/suchestv/grammkatsych/katprinad.htm
общеалт	gram/morphol/prilag/neprodaffi.htm
ович	gram/morphol/suchestv/obchar.htm
овна	gram/morphol/suchestv/obchar.htm
овой	gram/morphol/prilag/zaimaffi.htm
овый	gram/morphol/prilag/zaimaffi.htm
оглавление	algram/glagol.htm;algram/liter.htm;algram/narech.htm;algram/obchie.htm;algram/pril.htm;algram/such.htm;algram/vvedenie.htm
одинокий	gram/morphol/prilag/neprodaffi.htm
одним	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
ойа	gram/zvuk/glzr.htm
ойй	gram/morphol/mejdomet/mejdomet.htm
около	gram/morphol/vvodzam.htm
олтаң	gram/zvuk/glzr3.htm
он-до	gram/fonomorph/fonproc.htm
онут	gram/zvuk/glzr3.htm
оныт	gram/zvuk/glzr3.htm
ораҡ	algram/glagol.htm;gram/morphol/narechie/sravnitstepen.htm;gram/morphol/prilag/stepenisrav.htm
ортаң	gram/zvuk/glzr3.htm
орун	gram/zvuk/glzr.htm
орға	gram/morphol/glagol/infinformgl.htm
основы	gram/morphol/glagol/vremyanast.htm
осораны	gram/morphol/glagol/deeprnaa.htm
осорашыу	gram/morphol/glagol/deeprnap.htm
осоу-сы	gram/alfavit/princpisma.htm
остад	gram/morphol/suchestv/affik.htm
осыусы	gram/zvuk/glzr.htm
осҡайҙарын	gram/morphol/suchestv/grammkatsych/chislo.htm
от-ош	gram/fonomorph/fonproc.htm
отв	gram/syntax/predlojenie/odnorskaz1.htm
отвези-ка	gram/syntax/slovosochet/slojglagslovosoch.htm
отворачивать	gram/morphol/glagol/ponudzalog.htm
отношениеларҙы	gram/syntax/predlojenie/tipypredl/vstavpred.htm
оусы	gram/morphol/glagol/prichnastvr.htm;gram/morphol/suchestv/affik.htm
офицерскей	gram/morphol/glagol/vnutriglaol.htm
охума	gram/morphol/glagol/deeprnap.htm
ошлай	gram/syntax/predlojenie/skazuem.htm
ошо-лор	gram/fonomorph/fonproc.htm
ошо-н-да	gram/fonomorph/fonproc.htm
оғоҙ	gram/morphol/suchestv/grammkatsych/katprinad.htm
оҙон-уҙама	gram/morphol/prilag/parprilag.htm
падшаһ	gram/morphol/suchestv/affik.htm
параличенән	gram/syntax/predlojenie/skazuem.htm
парни	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
паҡ	gram/morphol/prilag/maloprodaffi.htm
паҡлыҡ	gram/morphol/suchestv/affik.htm
перчаткамды	gram/morphol/glagol/naklonuslov.htm;gram/syntax/predlojenie/skazuem.htm
печать	gram/zvuk/gubn.htm
пиво	gram/zvuk/gubn.htm
плач	gram/zvuk/per.htm
плачч	gram/zvuk/per.htm
плечами	gram/morphol/glagol/obchchar5.htm
подвижный	gram/morphol/prilag/maloprodaffi.htm
подняться	gram/morphol/prilag/maloprodaffi.htm
пожимать	gram/morphol/glagol/obchchar5.htm
ползать	gram/morphol/prilag/maloprodaffi.htm
полосалары	gram/syntax/predlojenie/obstoyatmesta.htm
поселкаһы	gram/morphol/suchestv/grammkatsych/chislo.htm
посубиеһенә	gram/morphol/glagol/naklonnamer.htm
право	gram/morphol/prilag/zaimaffi.htm
прелестный	gram/morphol/prilag/neprodaffi.htm
препятствие	gram/morphol/prilag/prodaffi.htm
принциб-ы	gram/alfavit/princpisma.htm
пришел	gram/morphol/glagol/vnutriglaol.htm
промартель	gram/morphol/souzy/soedsouz.htm
промышленносен	gram/syntax/predlojenie/obosobvtorchlpred.htm
пронырливый	gram/morphol/prilag/maloprodaffi.htm
простойлыҡ	gram/morphol/suchestv/affik.htm
противоположный	gram/morphol/prilag/maloprodaffi.htm
процессе	gram/syntax/predlojenie/obstoyatustup.htm
прямой	gram/morphol/prilag/maloprodaffi.htm
пуйыз	gram/zvuk/zv11.html
пшол	gram/morphol/podrajslova/zvatslova.htm
пән	gram/morphol/prilag/maloprodaffi.htm
рАдио	gram/zvuk/udar.htm
рАдионан	gram/zvuk/udar.htm
рабочий	gram/syntax/predlojenie/prilojenie.htm
радиоактивлылыҡ	gram/morphol/suchestv/affik.htm
разговор	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
раҡ	algram/glagol.htm;gram/morphol/glagol/deeprnaa.htm;gram/morphol/glagol/katotritc.htm;gram/morphol/narechie/obchchar.htm;gram/morphol/narechie/sravnitstepen.htm;gram/morphol/prilag/formyusil.htm;gram/morphol/prilag/stepenisrav.htm;gram/morphol/prilag/stepenisrav1.htm;gram/morphol/vvodzam.htm
раһат	gram/morphol/suchestv/affik.htm
рга	gram/morphol/glagol/vnutriglaol2.htm
ргә	gram/morphol/glagol/deeprnap.htm;gram/morphol/glagol/infinformgl.htm;gram/morphol/glagol/moddolj.htm;gram/morphol/glagol/modnamer.htm;gram/morphol/glagol/modvozm.htm;gram/morphol/glagol/naklonnamer.htm;gram/morphol/glagol/naklonpovel.htm;gram/morphol/glagol/vnutriglaol.htm;gram/morphol/glagol/vnutriglaol2.htm;gram/morphol/modslova/modslvozmoj.htm;gram/morphol/vvodzam.htm
ред	gram/syntax/predlojenie/odnorskaz1.htm
рлыҡ	gram/syntax/slovosochet/glagslovsprimclenfvy.htm
россиян	gram/morphol/mestoim/voprmestoim.htm
рға	gram/morphol/glagol/deeprnap.htm;gram/morphol/glagol/imyadeyst.htm;gram/morphol/glagol/infinformgl.htm;gram/morphol/glagol/moddolj.htm;gram/morphol/glagol/modnamer.htm;gram/morphol/glagol/modvozm.htm;gram/morphol/glagol/naklonnamer.htm;gram/morphol/glagol/naklonpovel.htm;gram/morphol/glagol/vnutriglaol.htm;gram/morphol/modslova/modslvozmoj.htm;gram/morphol/vvodzam.htm;gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatseli.htm;gram/syntax/slovosochet/glagslovsprimclenfvy.htm;gram/syntax/slovosochet/imenslovosoch.htm;gram/syntax/slovosochet/slovosochsuprprilag.htm;gram/syntax/slovosochet/slovsglagolopred.htm;gram/syntax/svyazislov/primykglagol.htm
рҙай	gram/syntax/slovosochet/glagslovsprimclenfvy.htm
рәй	gram/morphol/prilag/prodaffi.htm
рәк	algram/glagol.htm;gram/alfavit/princpisma.htm;gram/morphol/glagol/deeprnaa.htm;gram/morphol/glagol/katotritc.htm;gram/morphol/narechie/sravnitstepen.htm;gram/morphol/prilag/stepenisrav.htm;gram/morphol/vvodzam.htm
са-ма	gram/zvuk/zv4.htm
сабр	gram/morphol/suchestv/affik.htm
сабынсылар	gram/morphol/glagol/vremyadavnoproshopr.htm
сак	gram/syntax/predlojenie/tipypredl/poryadokslov.htm
сакта	gram/syntax/predlojenie/tipypredl/oboblichpred.htm
салышай	gram/morphol/glagol/affiks.htm
саруғ	gram/zvuk/zadneyaz.htm
сарығ	gram/zvuk/sog.htm
сасығ	gram/zvuk/sog.htm
сач	gram/zvuk/glpr.htm;gram/zvuk/per1.htm
сволочь	gram/morphol/mejdomet/mejdomet.htm
се-йә	gram/zvuk/zv4.htm
себ	gram/zvuk/zv1.html
себепт	gram/morphol/poslelogi/obchchar.htm
сек	gram/morphol/prilag/prodaffi.htm
секиз	gram/zvuk/sog.htm
секретаре	gram/syntax/predlojenie/tipypredl/slojnpredl/period.htm
секретарҙең	gram/morphol/podrajslova/syntfun.htm
семент	gram/zvuk/sog2.htm
сере-м-тә	gram/fonomorph/fonproc.htm
сех	gram/zvuk/sog2.htm
сила	gram/morphol/glagol/obchchar.htm
силенки	gram/morphol/glagol/obchchar.htm
силища	gram/morphol/glagol/obchchar.htm
синиэчи	gram/morphol/narechie/lexsostav.htm
системалаш	gram/morphol/prilag/prodaffi.htm
сказать	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
ский	gram/morphol/prilag/zaimaffi.htm
скот	gram/zvuk/sog.htm
слов	gram/zvuk/izmen.htm
слово	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
словом	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
смешаться	gram/morphol/prilag/maloprodaffi.htm
снег	gram/morphol/prilag/maloprodaffi.htm
собрание	gram/morphol/prilag/zaimaffi.htm
соҡор-саҡыр-лы	gram/morphol/vvodzam.htm
специалләш	gram/morphol/glagol/affiks.htm
списать	gram/morphol/mejdomet/mejdomet.htm
сро-гында	gram/fonomorph/fonproc.htm
срог-ы	gram/zvuk/sredneyaz.htm
ста-нок	gram/zvuk/slog.htm
ставил	gram/morphol/glagol/vzaimzalog.htm
степная	gram/morphol/prilag/maloprodaffi.htm
суб	gram/zvuk/gubn.htm
супырҙа	gram/morphol/glagol/vzaimzalog.htm
сы-бар	gram/zvuk/zv4.htm
сый-мый	gram/morphol/podrajslova/structpodrsl.htm
сыйфат	gram/alfavit/princpisma.htm
сылыҡ	gram/morphol/suchestv/affik.htm;gram/morphol/suchestv/grammkatsych/chislo.htm
сырна	gram/morphol/glagol/affiks.htm
сығын-ты	gram/fonomorph/fonproc.htm
сюри	gram/morphol/narechie/lexsostav.htm
сүб	gram/zvuk/gubn2.htm
сүг-әлә	gram/fonomorph/fonproc.htm
сәнестем	gram/morphol/mejdomet/mejdomet.htm
сәплерәк	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatmery.htm
сәр-р	gram/morphol/podrajslova/structpodrsl.htm
сө-сө	gram/zvuk/slog.htm
сөз	gram/zvuk/glpr.htm
сөй-өлдөрөк	gram/fonomorph/fonproc.htm;gram/morphol/vvodzam.htm
сөйе	gram/zvuk/glpr3.htm
сөл	gram/morphol/prilag/prodaffi.htm
сөлөк	gram/morphol/suchestv/affik.htm
сөмтөр	gram/morphol/prilag/maloprodaffi.htm
сөс-көлтөм	gram/fonomorph/fonproc.htm
т-ем	gram/morphol/prilag/formyusil.htm
т-өм	gram/morphol/prilag/formyusil.htm
тУғыҙ	gram/zvuk/udar.htm
таб-ам	gram/zvuk/gubn.htm
тай-ғалаҡ	gram/zvuk/slog.htm
тайралаҡ	gram/morphol/prilag/slojaffi.htm
таксийына	gram/morphol/glagol/deeprnap.htm
там-ды	gram/zvuk/izmen.htm
тамты	gram/zvuk/izmen.htm
тамүғ	gram/zvuk/sog.htm
танЫшһығыҙ	gram/zvuk/udar.htm
танкыһын	gram/syntax/predlojenie/odnorskaz.htm
танкыһындағы	gram/syntax/predlojenie/dopolnenie.htm
танцевать	gram/alfavit/princpisma.htm;gram/morphol/glagol/vnutriglaol.htm
тара-ғ-ым	gram/fonomorph/fonproc.htm
тарҙаҡай	gram/morphol/prilag/slojaffi.htm
татарские	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
